day,month,year,date,time,currency,impact,event,actual,forecast,previous
,,2024,TueOct 8,8:00am,USD,,FOMC Member Kugler Speaks,,,
,,2024,TueOct 8,11:00am,USD,,NFIB Small Business Index,91.5,92.0,91.2
,,2024,TueOct 8,1:30pm,USD,,Trade Balance,-70.4B,-70.1B,-78.9B
,,2024,TueOct 8,3:00pm,USD,,RCM/TIPP Economic Optimism,46.9,47.2,46.1
,,2024,TueOct 8,5:45pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,TueOct 8,9:00pm,USD,,FOMC Member Collins Speaks,,,
,,2024,TueOct 8,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedOct 9,12:30am,USD,,FOMC Member Jefferson Speaks,,,
,,2024,WedOct 9,6:59am,JPY,,Prelim Machine Tool Orders y/y,-6.5%,,-3.5%
,,2024,WedOct 9,1:00pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,WedOct 9,2:15pm,USD,,FOMC Member Logan Speaks,,,
,,2024,WedOct 9,3:00pm,USD,,Final Wholesale Inventories m/m,0.1%,0.2%,0.2%
,,2024,WedOct 9,3:30pm,USD,,Crude Oil Inventories,5.8M,2.0M,3.9M
,,2024,WedOct 9,,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,WedOct 9,5:30pm,USD,,FOMC Member Jefferson Speaks,,,
,,2024,WedOct 9,6:01pm,USD,,10-y Bond Auction,4.07|2.5,,3.65|2.6
,,2024,WedOct 9,7:00pm,USD,,FOMC Meeting Minutes,,,
,,2024,WedOct 9,10:00pm,USD,,FOMC Member Collins Speaks,,,
,,2024,WedOct 9,11:00pm,USD,,FOMC Member Daly Speaks,,,
,,2024,ThuOct 10,12:50am,JPY,,Bank Lending y/y,2.7%,2.9%,3.0%
,,2024,ThuOct 10,,JPY,,PPI y/y,2.8%,2.3%,2.6%
,,2024,ThuOct 10,1:30pm,USD,,Core CPI m/m,0.3%,0.2%,0.3%
,,2024,ThuOct 10,,USD,,Core CPI y/y,3.3%,3.3%,3.2%
,,2024,ThuOct 10,,USD,,CPI m/m,0.2%,0.1%,0.2%
,,2024,ThuOct 10,,USD,,CPI y/y,2.4%,2.3%,2.5%
,,2024,ThuOct 10,,USD,,Unemployment Claims,258K,231K,225K
,,2024,ThuOct 10,2:15pm,USD,,FOMC Member Cook Speaks,,,
,,2024,ThuOct 10,3:30pm,USD,,FOMC Member Barkin Speaks,,,
,,2024,ThuOct 10,,USD,,Natural Gas Storage,82B,73B,55B
,,2024,ThuOct 10,4:00pm,USD,,FOMC Member Williams Speaks,,,
,,2024,ThuOct 10,6:01pm,USD,,30-y Bond Auction,4.39|2.5,,4.02|2.4
,,2024,FriOct 11,12:50am,JPY,,M2 Money Stock y/y,1.3%,1.5%,1.3%
,,2024,FriOct 11,,USD,,Core PPI m/m,0.2%,0.2%,0.3%
,,2024,FriOct 11,,USD,,PPI m/m,0.0%,0.1%,0.2%
,,2024,FriOct 11,2:45pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,FriOct 11,3:00pm,USD,,Prelim UoM Consumer Sentiment,68.9,70.9,70.1
,,2024,FriOct 11,,USD,,Prelim UoM Inflation Expectations,2.9%,,2.7%
,,2024,FriOct 11,3:45pm,USD,,FOMC Member Logan Speaks,,,
,,2024,FriOct 11,6:10pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,MonOct 14,All Day,JPY,,Bank Holiday,,,
,,2024,MonOct 14,All Day,USD,,Bank Holiday,,,
,,2024,MonOct 14,2:00pm,USD,,FOMC Member Kashkari Speaks,,,
,,2024,MonOct 14,8:00pm,USD,,FOMC Member Waller Speaks,,,
,,2024,MonOct 14,10:00pm,USD,,FOMC Member Kashkari Speaks,,,
,,2024,TueOct 15,5:30am,JPY,,Revised Industrial Production m/m,-3.3%,-3.3%,-3.3%
,,2024,TueOct 15,,USD,,Empire State Manufacturing Index,-11.9,3.4,11.5
,,2024,TueOct 15,4:30pm,USD,,FOMC Member Daly Speaks,,,
,,2024,TueOct 15,6:00pm,USD,,FOMC Member Kugler Speaks,,,
,,2024,WedOct 16,12:50am,JPY,,Core Machinery Orders m/m,-1.9%,0.1%,-0.1%
,,2024,WedOct 16,,USD,,Import Prices m/m,-0.4%,-0.3%,-0.2%
,,2024,WedOct 16,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,ThuOct 17,12:50am,JPY,,Trade Balance,-0.19T,-0.49T,-0.47T
,,2024,ThuOct 17,5:30am,JPY,,Tertiary Industry Activity m/m,-1.1%,-0.2%,2.2%
,,2024,ThuOct 17,,USD,,Core Retail Sales m/m,0.5%,0.1%,0.2%
,,2024,ThuOct 17,,USD,,Retail Sales m/m,0.4%,0.3%,0.1%
,,2024,ThuOct 17,,USD,,Unemployment Claims,241K,241K,260K
,,2024,ThuOct 17,,USD,,Philly Fed Manufacturing Index,10.3,4.2,1.7
,,2024,ThuOct 17,2:15pm,USD,,Capacity Utilization Rate,77.5%,77.9%,77.8%
,,2024,ThuOct 17,,USD,,Industrial Production m/m,-0.3%,-0.1%,0.3%
,,2024,ThuOct 17,3:00pm,USD,,Business Inventories m/m,0.3%,0.3%,0.3%
,,2024,ThuOct 17,,USD,,NAHB Housing Market Index,43,43,41
,,2024,ThuOct 17,3:30pm,USD,,Natural Gas Storage,76B,80B,82B
,,2024,ThuOct 17,4:00pm,USD,,Crude Oil Inventories,-2.2M,1.8M,5.8M
,,2024,ThuOct 17,,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,ThuOct 17,8:00pm,USD,,Treasury Sec Yellen Speaks,,,
,,2024,ThuOct 17,9:00pm,USD,,TIC Long-Term Purchases,111.4B,58.9B,137.9B
,,2024,FriOct 18,12:30am,JPY,,National Core CPI y/y,2.4%,2.3%,2.8%
,,2024,FriOct 18,1:30pm,USD,,Building Permits,1.43M,1.45M,1.47M
,,2024,FriOct 18,,USD,,Housing Starts,1.35M,1.35M,1.36M
,,2024,FriOct 18,5:10pm,USD,,FOMC Member Waller Speaks,,,
,,2024,FriOct 18,5:30pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,FriOct 18,9:00pm,USD,,Federal Budget Balance,64.3B,43.5B,-380.1B
,,2024,MonOct 21,1:55pm,USD,,FOMC Member Logan Speaks,,,
,,2024,MonOct 21,3:00pm,USD,,CB Leading Index m/m,-0.5%,-0.3%,-0.3%
,,2024,MonOct 21,6:00pm,USD,,FOMC Member Kashkari Speaks,,,
,,2024,MonOct 21,10:05pm,USD,,FOMC Member Schmid Speaks,,,
,,2024,MonOct 21,11:40pm,USD,,FOMC Member Daly Speaks,,,
,,2024,TueOct 22,6:00am,JPY,,BOJ Core CPI y/y,1.7%,1.8%,1.8%
,,2024,TueOct 22,2:59pm,USD,,Richmond Manufacturing Index,-14,-19,-21
,,2024,TueOct 22,,USD,,FOMC Member Harker Speaks,,,
,,2024,TueOct 22,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedOct 23,,USD,,FOMC Member Bowman Speaks,,,
,,2024,WedOct 23,,USD,,Existing Home Sales,3.84M,3.88M,3.88M
,,2024,WedOct 23,,USD,,Crude Oil Inventories,5.5M,0.9M,-2.2M
,,2024,WedOct 23,5:00pm,USD,,FOMC Member Barkin Speaks,,,
,,2024,WedOct 23,7:00pm,USD,,Beige Book,,,
,,2024,ThuOct 24,1:30am,JPY,,Flash Manufacturing PMI,49.0,49.9,49.7
,,2024,ThuOct 24,1:30pm,USD,,Unemployment Claims,227K,243K,242K
,,2024,ThuOct 24,1:45pm,USD,,FOMC Member Hammack Speaks,,,
,,2024,ThuOct 24,2:45pm,USD,,Flash Manufacturing PMI,47.8,47.5,47.3
,,2024,ThuOct 24,,USD,,Flash Services PMI,55.3,55.0,55.2
,,2024,ThuOct 24,3:00pm,USD,,New Home Sales,738K,719K,709K
,,2024,ThuOct 24,3:30pm,USD,,Natural Gas Storage,80B,61B,76B
,,2024,FriOct 25,12:30am,JPY,,Tokyo Core CPI y/y,1.8%,1.7%,2.0%
,,2024,FriOct 25,12:50am,JPY,,SPPI y/y,2.6%,2.7%,2.8%
,,2024,FriOct 25,,USD,,Core Durable Goods Orders m/m,0.4%,-0.1%,0.6%
,,2024,FriOct 25,,USD,,Durable Goods Orders m/m,-0.8%,-1.1%,-0.8%
,,2024,FriOct 25,3:00pm,USD,,Revised UoM Consumer Sentiment,70.5,69.2,68.9
,,2024,FriOct 25,,USD,,Revised UoM Inflation Expectations,2.7%,,2.9%
,,2024,FriOct 25,4:00pm,USD,,FOMC Member Collins Speaks,,,
,,2024,SunOct 27,All Day,JPY,,Lower House Elections,,,
,,2024,TueOct 29,12:30am,JPY,,Unemployment Rate,2.4%,2.5%,2.5%
,,2024,TueOct 29,1:30pm,USD,,Goods Trade Balance,-108.2B,-95.9B,-94.2B
,,2024,TueOct 29,,USD,,Prelim Wholesale Inventories m/m,-0.1%,0.1%,0.1%
,,2024,TueOct 29,2:00pm,USD,,S&P/CS Composite-20 HPI y/y,5.2%,4.9%,5.9%
,,2024,TueOct 29,,USD,,HPI m/m,0.3%,0.1%,0.2%
,,2024,TueOct 29,3:00pm,USD,,CB Consumer Confidence,108.7,99.5,99.2
,,2024,TueOct 29,,USD,,JOLTS Job Openings,7.44M,7.98M,7.86M
,,2024,TueOct 29,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedOct 30,6:00am,JPY,,Consumer Confidence,36.2,36.7,36.9
,,2024,WedOct 30,1:15pm,USD,,ADP Non-Farm Employment Change,233K,110K,159K
,,2024,WedOct 30,1:30pm,USD,,Advance GDP q/q,2.8%,3.0%,3.0%
,,2024,WedOct 30,,USD,,Advance GDP Price Index q/q,1.8%,1.9%,2.5%
,,2024,WedOct 30,3:00pm,USD,,Pending Home Sales m/m,7.4%,1.9%,0.6%
,,2024,WedOct 30,3:30pm,USD,,Crude Oil Inventories,-0.5M,1.5M,5.5M
,,2024,ThuOct 31,12:50am,JPY,,Prelim Industrial Production m/m,1.4%,0.9%,-3.3%
,,2024,ThuOct 31,,JPY,,Retail Sales y/y,0.5%,2.1%,3.1%
,,2024,ThuOct 31,3:48am,JPY,,BOJ Outlook Report,,,
,,2024,ThuOct 31,,JPY,,BOJ Policy Rate,<0.25%,<0.25%,<0.25%
,,2024,ThuOct 31,,JPY,,Monetary Policy Statement,,,
,,2024,ThuOct 31,6:00am,JPY,,Housing Starts y/y,-0.6%,-4.2%,-5.1%
,,2024,ThuOct 31,7:30am,JPY,,BOJ Press Conference,,,
,,2024,ThuOct 31,12:30pm,USD,,Challenger Job Cuts y/y,50.9%,,53.4%
,,2024,ThuOct 31,,USD,,Core PCE Price Index m/m,0.3%,0.3%,0.2%
,,2024,ThuOct 31,,USD,,Employment Cost Index q/q,0.8%,0.9%,0.9%
,,2024,ThuOct 31,,USD,,Unemployment Claims,216K,229K,228K
,,2024,ThuOct 31,,USD,,Personal Income m/m,0.3%,0.3%,0.2%
,,2024,ThuOct 31,,USD,,Personal Spending m/m,0.5%,0.4%,0.3%
,,2024,ThuOct 31,2:45pm,USD,,Chicago PMI,41.6,46.9,46.6
,,2024,ThuOct 31,3:30pm,USD,,Natural Gas Storage,78B,79B,80B
,,2024,FriNov 1,,JPY,,Final Manufacturing PMI,49.2,49.0,49.0
,,2024,FriNov 1,1:30pm,USD,,Average Hourly Earnings m/m,0.4%,0.3%,0.3%
,,2024,FriNov 1,,USD,,Non-Farm Employment Change,12K,106K,223K
,,2024,FriNov 1,,USD,,Unemployment Rate,4.1%,4.1%,4.1%
,,2024,FriNov 1,2:45pm,USD,,Final Manufacturing PMI,48.5,47.8,47.8
,,2024,FriNov 1,3:00pm,USD,,ISM Manufacturing PMI,46.5,47.6,47.2
,,2024,FriNov 1,,USD,,ISM Manufacturing Prices,54.8,49.9,48.3
,,2024,FriNov 1,,USD,,Construction Spending m/m,0.1%,0.0%,0.1%
,,2024,FriNov 1,All Day,USD,,Omdia Total Vehicle Sales,16.0M,15.8M,15.8M
,,2024,SunNov 3,,USD,,Daylight Saving Time Shift,,,
,,2024,MonNov 4,All Day,JPY,,Bank Holiday,,,
,,2024,MonNov 4,4:00pm,USD,,Factory Orders m/m,-0.5%,-0.4%,-0.8%
,,2024,TueNov 5,12:50am,JPY,,Monetary Base y/y,-0.3%,0.3%,-0.1%
,,2024,TueNov 5,,USD,,Trade Balance,-84.4B,-83.8B,-70.8B
,,2024,TueNov 5,3:45pm,USD,,Final Services PMI,55.0,55.3,55.3
,,2024,TueNov 5,4:00pm,USD,,ISM Services PMI,56.0,53.8,54.9
,,2024,TueNov 5,All Day,USD,,Presidential Election,,,
,,2024,TueNov 5,All Day,USD,,Congressional Elections,,,
,,2024,TueNov 5,7:01pm,USD,,10-y Bond Auction,4.35|2.6,,4.07|2.5
,,2024,TueNov 5,10:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedNov 6,12:50am,JPY,,Monetary Policy Meeting Minutes,,,
,,2024,WedNov 6,4:30pm,USD,,Crude Oil Inventories,2.1M,0.3M,-0.5M
,,2024,WedNov 6,7:01pm,USD,,30-y Bond Auction,4.61|2.6,,4.39|2.5
,,2024,ThuNov 7,12:30am,JPY,,Average Cash Earnings y/y,2.8%,3.0%,2.8%
,,2024,ThuNov 7,4:35am,JPY,,10-y Bond Auction,1.00|3.1,,0.87|3.5
,,2024,ThuNov 7,2:30pm,USD,,Unemployment Claims,221K,223K,218K
,,2024,ThuNov 7,,USD,,Prelim Nonfarm Productivity q/q,2.2%,2.6%,2.5%
,,2024,ThuNov 7,,USD,,Prelim Unit Labor Costs q/q,1.9%,1.1%,0.4%
,,2024,ThuNov 7,4:00pm,USD,,Final Wholesale Inventories m/m,-0.2%,-0.1%,-0.1%
,,2024,ThuNov 7,,USD,,Mortgage Delinquencies,3.92%,,3.97%
,,2024,ThuNov 7,4:30pm,USD,,Natural Gas Storage,69B,67B,78B
,,2024,ThuNov 7,8:00pm,USD,,Federal Funds Rate,4.75%,4.75%,5.00%
,,2024,ThuNov 7,,USD,,FOMC Statement,,,
,,2024,ThuNov 7,8:30pm,USD,,FOMC Press Conference,,,
,,2024,ThuNov 7,,USD,,FOMC Member Musalem Speaks,,,
,,2024,ThuNov 7,9:00pm,USD,,Consumer Credit m/m,6.0B,12.2B,7.6B
,,2024,FriNov 8,12:30am,JPY,,Household Spending y/y,-1.1%,-1.8%,-1.9%
,,2024,FriNov 8,6:00am,JPY,,Leading Indicators,109.4%,108.9%,106.9%
,,2024,FriNov 8,4:00pm,USD,,Prelim UoM Consumer Sentiment,73.0,71.0,70.5
,,2024,FriNov 8,,USD,,Prelim UoM Inflation Expectations,2.6%,,2.7%
,,2024,FriNov 8,5:00pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,MonNov 11,12:50am,JPY,,Bank Lending y/y,2.7%,2.7%,2.7%
,,2024,MonNov 11,,JPY,,BOJ Summary of Opinions,,,
,,2024,MonNov 11,,JPY,,Current Account,1.27T,2.80T,3.15T
,,2024,MonNov 11,6:00am,JPY,,Economy Watchers Sentiment,47.5,47.2,47.8
,,2024,MonNov 11,All Day,USD,,Bank Holiday,,,
,,2024,TueNov 12,12:50am,JPY,,M2 Money Stock y/y,1.2%,1.5%,1.2%
,,2024,TueNov 12,6:59am,JPY,,Prelim Machine Tool Orders y/y,9.3%,,-6.4%
,,2024,TueNov 12,11:55am,USD,,NFIB Small Business Index,93.7,91.9,91.5
,,2024,TueNov 12,3:45pm,USD,,Cleveland Fed Inflation Expectations,3.8%,,3.4%
,,2024,TueNov 12,4:00pm,USD,,FOMC Member Waller Speaks,,,
,,2024,TueNov 12,4:06pm,USD,,RCM/TIPP Economic Optimism,53.2,47.3,46.9
,,2024,TueNov 12,4:15pm,USD,,FOMC Member Barkin Speaks,,,
,,2024,TueNov 12,8:00pm,USD,,FOMC Member Kashkari Speaks,,,
,,2024,TueNov 12,,USD,,Loan Officer Survey,,,
,,2024,TueNov 12,11:00pm,USD,,FOMC Member Harker Speaks,,,
,,2024,TueNov 12,11:30pm,USD,,FOMC Member Barkin Speaks,,,
,,2024,WedNov 13,12:50am,JPY,,PPI y/y,3.4%,2.9%,3.1%
,,2024,WedNov 13,4:35am,JPY,,30-y Bond Auction,2.27|3.4,,2.15|3.3
,,2024,WedNov 13,2:30pm,USD,,Core CPI m/m,0.3%,0.3%,0.3%
,,2024,WedNov 13,,USD,,Core CPI y/y,3.3%,3.3%,3.3%
,,2024,WedNov 13,,USD,,CPI m/m,0.2%,0.2%,0.2%
,,2024,WedNov 13,,USD,,CPI y/y,2.6%,2.6%,2.4%
,,2024,WedNov 13,2:40pm,USD,,FOMC Member Kashkari Speaks,,,
,,2024,WedNov 13,3:45pm,USD,,FOMC Member Logan Speaks,,,
,,2024,WedNov 13,7:00pm,USD,,FOMC Member Musalem Speaks,,,
,,2024,WedNov 13,7:30pm,USD,,FOMC Member Schmid Speaks,,,
,,2024,WedNov 13,8:00pm,USD,,Federal Budget Balance,-257.5B,-226.4B,64.3B
,,2024,WedNov 13,10:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,ThuNov 14,1:00pm,USD,,FOMC Member Kugler Speaks,,,
,,2024,ThuNov 14,2:30pm,USD,,Core PPI m/m,0.3%,0.3%,0.2%
,,2024,ThuNov 14,,USD,,PPI m/m,0.2%,0.2%,0.1%
,,2024,ThuNov 14,,USD,,Unemployment Claims,217K,224K,221K
,,2024,ThuNov 14,3:00pm,USD,,FOMC Member Barkin Speaks,,,
,,2024,ThuNov 14,4:30pm,USD,,Natural Gas Storage,42B,34B,69B
,,2024,ThuNov 14,5:00pm,USD,,Crude Oil Inventories,2.1M,0.4M,2.1M
,,2024,ThuNov 14,9:00pm,USD,,FOMC Member Powell Speaks,,,
,,2024,ThuNov 14,10:00pm,USD,,Treasury Currency Report,,,
,,2024,ThuNov 14,10:15pm,USD,,FOMC Member Williams Speaks,,,
,,2024,FriNov 15,12:50am,JPY,,Prelim GDP Price Index y/y,2.5%,2.8%,3.2%
,,2024,FriNov 15,,JPY,,Prelim GDP q/q,0.2%,0.2%,0.7%
,,2024,FriNov 15,5:30am,JPY,,Revised Industrial Production m/m,1.6%,1.4%,1.4%
,,2024,FriNov 15,,JPY,,Tertiary Industry Activity m/m,-0.2%,0.2%,-1.1%
,,2024,FriNov 15,,USD,,Core Retail Sales m/m,0.1%,0.3%,1.0%
,,2024,FriNov 15,,USD,,Retail Sales m/m,0.4%,0.3%,0.8%
,,2024,FriNov 15,,USD,,Empire State Manufacturing Index,31.2,-0.3,-11.9
,,2024,FriNov 15,,USD,,Import Prices m/m,0.3%,-0.1%,-0.4%
,,2024,FriNov 15,3:00pm,USD,,FOMC Member Collins Speaks,,,
,,2024,FriNov 15,3:15pm,USD,,Capacity Utilization Rate,77.1%,77.1%,77.4%
,,2024,FriNov 15,,USD,,Industrial Production m/m,-0.3%,-0.3%,-0.5%
,,2024,FriNov 15,4:00pm,USD,,Business Inventories m/m,0.1%,0.2%,0.3%
,,2024,FriNov 15,7:15pm,USD,,FOMC Member Williams Speaks,,,
,,2024,FriNov 15,8:05pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,FriNov 15,9:00pm,USD,,FOMC Member Barkin Speaks,,,
,,2024,MonNov 18,12:50am,JPY,,Core Machinery Orders m/m,-0.7%,1.4%,-1.9%
,,2024,MonNov 18,2:05am,JPY,,BOJ Gov Ueda Speaks,,,
,,2024,MonNov 18,4:00pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,MonNov 18,,USD,,NAHB Housing Market Index,46,42,43
,,2024,MonNov 18,10:00pm,USD,,TIC Long-Term Purchases,216.1B,114.3B,108.8B
,,2024,TueNov 19,,USD,,Building Permits,1.42M,1.44M,1.43M
,,2024,TueNov 19,,USD,,Housing Starts,1.31M,1.34M,1.35M
,,2024,TueNov 19,7:10pm,USD,,FOMC Member Schmid Speaks,,,
,,2024,TueNov 19,10:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedNov 20,12:50am,JPY,,Trade Balance,-0.36T,-0.15T,-0.27T
,,2024,WedNov 20,4:00pm,USD,,FOMC Member Barr Speaks,,,
,,2024,WedNov 20,4:30pm,USD,,Crude Oil Inventories,0.5M,-0.1M,2.1M
,,2024,WedNov 20,,USD,,FOMC Member Cook Speaks,,,
,,2024,WedNov 20,6:15pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,WedNov 20,10:00pm,USD,,FOMC Member Collins Speaks,,,
,,2024,ThuNov 21,6:12am,JPY,,BOJ Gov Ueda Speaks,,,
,,2024,ThuNov 21,,USD,,Unemployment Claims,213K,220K,219K
,,2024,ThuNov 21,,USD,,Philly Fed Manufacturing Index,-5.5,7.4,10.3
,,2024,ThuNov 21,2:45pm,USD,,FOMC Member Hammack Speaks,,,
,,2024,ThuNov 21,,USD,,Existing Home Sales,3.96M,3.95M,3.83M
,,2024,ThuNov 21,,USD,,CB Leading Index m/m,-0.4%,-0.3%,-0.3%
,,2024,ThuNov 21,4:30pm,USD,,Natural Gas Storage,-3B,2B,42B
,,2024,ThuNov 21,6:25pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,ThuNov 21,6:30pm,USD,,FOMC Member Hammack Speaks,,,
,,2024,ThuNov 21,10:40pm,USD,,FOMC Member Barr Speaks,,,
,,2024,FriNov 22,12:30am,JPY,,National Core CPI y/y,2.3%,2.2%,2.4%
,,2024,FriNov 22,1:30am,JPY,,Flash Manufacturing PMI,49.0,49.5,49.2
,,2024,FriNov 22,3:45pm,USD,,Flash Manufacturing PMI,48.8,48.8,48.5
,,2024,FriNov 22,,USD,,Flash Services PMI,57.0,55.2,55.0
,,2024,FriNov 22,4:00pm,USD,,Revised UoM Consumer Sentiment,71.8,74.0,73.0
,,2024,FriNov 22,,USD,,Revised UoM Inflation Expectations,2.6%,,2.6%
,,2024,FriNov 22,10:00pm,USD,,FOMC Financial Stability Report,,,
,,2024,SatNov 23,12:15am,USD,,FOMC Member Bowman Speaks,,,
,,2024,TueNov 26,12:50am,JPY,,SPPI y/y,2.9%,2.5%,2.8%
,,2024,TueNov 26,6:00am,JPY,,BOJ Core CPI y/y,1.5%,1.8%,1.7%
,,2024,TueNov 26,3:00pm,USD,,S&P/CS Composite-20 HPI y/y,4.6%,4.7%,5.2%
,,2024,TueNov 26,,USD,,HPI m/m,0.7%,0.3%,0.4%
,,2024,TueNov 26,3:59pm,USD,,Richmond Manufacturing Index,-14,-10,-14
,,2024,TueNov 26,,USD,,CB Consumer Confidence,111.7,111.8,109.6
,,2024,TueNov 26,,USD,,New Home Sales,610K,725K,738K
,,2024,TueNov 26,8:00pm,USD,,FOMC Meeting Minutes,,,
,,2024,TueNov 26,8:30pm,USD,,President Biden Speaks,,,
,,2024,TueNov 26,10:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedNov 27,2:30pm,USD,,Prelim GDP q/q,2.8%,2.8%,2.8%
,,2024,WedNov 27,,USD,,Unemployment Claims,213K,215K,215K
,,2024,WedNov 27,,USD,,Core Durable Goods Orders m/m,0.1%,0.2%,0.5%
,,2024,WedNov 27,,USD,,Durable Goods Orders m/m,0.2%,0.4%,-0.7%
,,2024,WedNov 27,,USD,,Prelim GDP Price Index q/q,1.9%,1.8%,1.8%
,,2024,WedNov 27,,USD,,Goods Trade Balance,-99.1B,-102.2B,-108.7B
,,2024,WedNov 27,,USD,,Prelim Wholesale Inventories m/m,0.2%,0.0%,-0.2%
,,2024,WedNov 27,3:45pm,USD,,Chicago PMI,40.2,44.9,41.6
,,2024,WedNov 27,4:00pm,USD,,Core PCE Price Index m/m,0.3%,0.3%,0.3%
,,2024,WedNov 27,,USD,,Pending Home Sales m/m,2.0%,-2.1%,7.5%
,,2024,WedNov 27,,USD,,Personal Income m/m,0.6%,0.3%,0.3%
,,2024,WedNov 27,,USD,,Personal Spending m/m,0.4%,0.4%,0.6%
,,2024,WedNov 27,4:30pm,USD,,Crude Oil Inventories,-1.8M,-1.3M,0.5M
,,2024,WedNov 27,6:00pm,USD,,Natural Gas Storage,-2B,-2B,-3B
,,2024,ThuNov 28,All Day,USD,,Bank Holiday,,,
,,2024,FriNov 29,12:30am,JPY,,Tokyo Core CPI y/y,2.2%,2.0%,1.8%
,,2024,FriNov 29,,JPY,,Unemployment Rate,2.5%,2.5%,2.4%
,,2024,FriNov 29,12:50am,JPY,,Prelim Industrial Production m/m,3.0%,3.8%,1.6%
,,2024,FriNov 29,,JPY,,Retail Sales y/y,1.6%,2.1%,0.7%
,,2024,FriNov 29,6:00am,JPY,,Consumer Confidence,36.4,36.4,36.2
,,2024,FriNov 29,,JPY,,Housing Starts y/y,-2.9%,-2.0%,-0.6%
,,2024,MonDec 2,12:50am,JPY,,Capital Spending q/y,8.1%,6.7%,7.4%
,,2024,MonDec 2,,JPY,,Final Manufacturing PMI,49.0,49.0,49.0
,,2024,MonDec 2,3:45pm,USD,,Final Manufacturing PMI,49.7,48.8,48.8
,,2024,MonDec 2,4:00pm,USD,,ISM Manufacturing PMI,48.4,47.7,46.5
,,2024,MonDec 2,,USD,,ISM Manufacturing Prices,50.3,55.2,54.8
,,2024,MonDec 2,,USD,,Construction Spending m/m,0.4%,0.2%,0.1%
,,2024,MonDec 2,9:15pm,USD,,FOMC Member Waller Speaks,,,
,,2024,MonDec 2,10:30pm,USD,,FOMC Member Williams Speaks,,,
,,2024,TueDec 3,12:50am,JPY,,Monetary Base y/y,-0.3%,0.2%,-0.3%
,,2024,TueDec 3,4:35am,JPY,,10-y Bond Auction,1.08|3.1,,1.00|3.1
,,2024,TueDec 3,4:00pm,USD,,JOLTS Job Openings,7.74M,7.51M,7.37M
,,2024,TueDec 3,4:06pm,USD,,RCM/TIPP Economic Optimism,54.0,54.1,53.2
,,2024,TueDec 3,All Day,USD,,Omdia Total Vehicle Sales,16.5M,16.0M,16.0M
,,2024,TueDec 3,6:35pm,USD,,FOMC Member Kugler Speaks,,,
,,2024,TueDec 3,9:45pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,TueDec 3,10:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedDec 4,2:15pm,USD,,ADP Non-Farm Employment Change,146K,152K,184K
,,2024,WedDec 4,2:45pm,USD,,FOMC Member Musalem Speaks,,,
,,2024,WedDec 4,3:45pm,USD,,Final Services PMI,56.1,57.0,57.0
,,2024,WedDec 4,4:00pm,USD,,ISM Services PMI,52.1,55.7,56.0
,,2024,WedDec 4,,USD,,Factory Orders m/m,0.2%,0.2%,-0.2%
,,2024,WedDec 4,4:30pm,USD,,Crude Oil Inventories,-5.1M,-1.6M,-1.8M
,,2024,WedDec 4,7:45pm,USD,,FOMC Member Powell Speaks,,,
,,2024,WedDec 4,8:00pm,USD,,Beige Book,,,
,,2024,ThuDec 5,4:35am,JPY,,30-y Bond Auction,2.29|3.5,,2.27|3.4
,,2024,ThuDec 5,1:30pm,USD,,Challenger Job Cuts y/y,26.8%,,50.9%
,,2024,ThuDec 5,,USD,,Unemployment Claims,224K,215K,215K
,,2024,ThuDec 5,,USD,,Trade Balance,-73.8B,-75.2B,-83.8B
,,2024,ThuDec 5,4:30pm,USD,,Natural Gas Storage,-30B,-38B,-2B
,,2024,FriDec 6,12:30am,JPY,,Average Cash Earnings y/y,2.6%,2.6%,2.5%
,,2024,FriDec 6,,JPY,,Household Spending y/y,-1.3%,-2.6%,-1.1%
,,2024,FriDec 6,6:00am,JPY,,Leading Indicators,108.6%,108.9%,109.1%
,,2024,FriDec 6,,USD,,Average Hourly Earnings m/m,0.4%,0.3%,0.4%
,,2024,FriDec 6,,USD,,Non-Farm Employment Change,227K,218K,36K
,,2024,FriDec 6,,USD,,Unemployment Rate,4.2%,4.1%,4.1%
