DateTime,currency,event,actual,previous,Close_5min_before,Close_at_release,Close_5min_after,Close_24h_after,Close_48h_after
2024-08-21 14:00:00,USD,Prelim Benchmark Payrolls Revision,-818K,-306K,145.023,144.881,144.715,146.268,144.442
2024-08-21 14:30:00,USD,Crude Oil Inventories,-4.6M,1.4M,144.511,144.542,144.681,146.252,144.185
2024-08-22 00:30:00,JPY,Flash Manufacturing PMI,49.5,49.1,145.081,145.035,145.036,145.835,0.0
2024-08-22 12:30:00,USD,Unemployment Claims,232K,228K,146.188,146.213,146.294,144.84,0.0
2024-08-22 13:45:00,USD,Flash Manufacturing PMI,48.0,49.6,146.397,146.388,146.383,144.5,0.0
2024-08-22 14:30:00,USD,Natural Gas Storage,35B,-6B,146.28,146.252,146.284,144.185,0.0
2024-08-22 23:30:00,JPY,National Core CPI y/y,2.7%,2.6%,145.557,145.572,145.627,0.0,0.0
2024-08-26 12:30:00,USD,Core Durable Goods Orders m/m,-0.2%,0.4%,144.509,144.531,144.55,144.137,144.616
2024-08-26 23:50:00,JPY,SPPI y/y,2.8%,3.1%,144.897,144.924,144.861,144.39,144.564
2024-08-27 05:00:00,JPY,BOJ Core CPI y/y,1.8%,2.1%,145.03,145.068,144.955,144.325,144.711
2024-08-27 13:00:00,USD,S&P/CS Composite-20 HPI y/y,6.5%,6.9%,144.15,144.144,144.109,144.733,144.985
2024-08-27 13:59:00,USD,Richmond Manufacturing Index,-19,-17,144.139,144.149,144.078,144.63,144.854
2024-08-28 14:30:00,USD,Crude Oil Inventories,-0.8M,-4.6M,144.609,144.651,144.642,144.804,146.128
2024-08-29 05:00:00,JPY,Consumer Confidence,36.7,36.7,144.716,144.711,144.664,145.105,0.0
2024-08-29 14:00:00,USD,Pending Home Sales m/m,-5.5%,4.8%,144.883,144.81,144.836,146.137,0.0
2024-08-29 14:30:00,USD,Natural Gas Storage,35B,35B,144.876,144.804,144.799,146.128,0.0
2024-08-29 23:30:00,JPY,Tokyo Core CPI y/y,2.4%,2.2%,144.774,144.757,144.763,0.0,0.0
2024-08-29 23:50:00,JPY,Prelim Industrial Production m/m,2.8%,-4.2%,144.761,144.767,144.771,0.0,0.0
2024-08-30 05:00:00,JPY,Housing Starts y/y,-0.2%,-6.7%,145.04,145.105,145.07,0.0,0.0
2024-08-30 13:45:00,USD,Chicago PMI,46.1,45.3,146.158,146.144,146.137,0.0,0.0
2024-08-30 14:00:00,USD,Revised UoM Consumer Sentiment,67.9,67.8,146.133,146.137,146.155,0.0,0.0
2024-09-01 23:50:00,JPY,Capital Spending q/y,7.4%,6.8%,145.889,145.959,145.975,146.477,145.4
2024-09-02 00:30:00,JPY,Final Manufacturing PMI,49.8,49.5,145.84,145.857,145.901,146.462,145.498
2024-09-02 23:50:00,JPY,Monetary Base y/y,0.6%,1.0%,146.596,146.477,146.518,145.4,143.715
2024-09-03 03:35:00,JPY,10-y Bond Auction,0.92|3.2,0.93|3.0,146.207,146.123,146.112,144.859,143.637
2024-09-03 13:45:00,USD,Final Manufacturing PMI,47.9,48.0,145.851,145.831,145.823,143.968,143.344
2024-09-03 14:00:00,USD,ISM Manufacturing PMI,47.2,46.8,145.852,145.892,145.829,144.089,143.332
2024-09-03 14:07:00,USD,RCM/TIPP Economic Optimism,46.1,44.5,145.885,145.829,145.81,144.015,143.274
2024-09-04 14:00:00,USD,JOLTS Job Openings,7.67M,7.91M,144.019,144.089,144.022,143.332,142.447
2024-09-04 23:30:00,JPY,Average Cash Earnings y/y,3.6%,4.5%,143.821,143.812,143.817,143.144,0.0
2024-09-05 03:35:00,JPY,30-y Bond Auction,2.04|3.4,2.23|3.5,143.571,143.637,143.61,142.309,0.0
2024-09-05 11:30:00,USD,Challenger Job Cuts y/y,1.0%,9.2%,143.691,143.649,143.631,142.243,0.0
2024-09-05 12:15:00,USD,ADP Non-Farm Employment Change,99K,111K,143.521,143.454,143.431,142.541,0.0
2024-09-05 13:45:00,USD,Final Services PMI,55.7,55.2,143.267,143.344,143.382,142.371,0.0
2024-09-05 14:00:00,USD,ISM Services PMI,51.5,51.4,143.359,143.332,143.266,142.447,0.0
2024-09-05 14:30:00,USD,Natural Gas Storage,13B,35B,143.257,143.287,143.285,142.256,0.0
2024-09-05 15:00:00,USD,Crude Oil Inventories,-6.9M,-0.8M,143.449,143.417,143.414,142.382,0.0
2024-09-05 23:30:00,JPY,Household Spending y/y,0.1%,-1.4%,143.157,143.144,143.103,0.0,0.0
2024-09-06 05:00:00,JPY,Leading Indicators,109.5%,109.0%,142.56,142.633,142.704,0.0,0.0
2024-09-08 23:50:00,JPY,Bank Lending y/y,3.0%,3.2%,142.752,142.655,142.683,143.232,141.357
2024-09-09 05:00:00,JPY,Economy Watchers Sentiment,49.0,47.5,143.406,143.353,143.333,143.43,141.498
2024-09-09 14:00:00,USD,Final Wholesale Inventories m/m,0.2%,0.3%,142.798,142.808,142.795,142.427,142.206
2024-09-09 19:00:00,USD,Consumer Credit m/m,25.5B,5.2B,143.011,143.098,143.066,142.446,142.45
2024-09-09 23:50:00,JPY,M2 Money Stock y/y,1.3%,1.5%,143.226,143.232,143.196,141.357,142.558
2024-09-10 05:58:00,JPY,Prelim Machine Tool Orders y/y,-3.5%,8.4%,143.194,143.171,143.17,141.562,142.676
2024-09-10 09:59:00,USD,NFIB Small Business Index,91.2,93.7,143.029,143.005,142.986,141.814,142.007
2024-09-11 12:30:00,USD,Core CPI m/m,0.3%,0.2%,141.96,141.978,141.905,142.553,140.775
2024-09-11 14:30:00,USD,Crude Oil Inventories,0.8M,-6.9M,142.235,142.211,142.23,142.07,140.859
2024-09-11 17:01:00,USD,10-y Bond Auction,3.65|2.6,3.96|2.3,142.355,142.259,142.275,0.0,0.0
2024-09-11 23:50:00,JPY,BSI Manufacturing Index,4.5,-1.0,142.507,142.558,142.579,141.02,0.0
2024-09-12 12:00:00,USD,Federal Budget Balance,-380.1B,-243.7B,142.29,142.239,142.344,140.729,0.0
2024-09-12 14:30:00,USD,Natural Gas Storage,40B,13B,142.091,142.07,142.07,140.859,0.0
2024-09-12 17:01:00,USD,30-y Bond Auction,4.02|2.4,4.31|2.3,141.81,0.0,141.794,0.0,0.0
2024-09-13 04:30:00,JPY,Revised Industrial Production m/m,3.1%,2.8%,140.783,140.821,140.718,0.0,0.0
2024-09-13 14:00:00,USD,Prelim UoM Consumer Sentiment,69.0,67.9,140.925,140.911,140.877,0.0,0.0
2024-09-17 04:30:00,JPY,Tertiary Industry Activity m/m,1.4%,-1.2%,140.56,140.524,140.503,141.786,142.751
2024-09-17 13:15:00,USD,Capacity Utilization Rate,78.0%,77.4%,141.902,141.805,141.851,141.892,143.014
2024-09-17 14:00:00,USD,Business Inventories m/m,0.4%,0.3%,141.9,141.913,141.983,140.966,142.924
2024-09-17 23:50:00,JPY,Core Machinery Orders m/m,-0.1%,2.1%,141.409,141.412,141.388,142.984,142.215
2024-09-18 14:30:00,USD,Crude Oil Inventories,-1.6M,0.8M,140.828,140.798,140.666,142.629,143.917
2024-09-18 18:00:00,USD,Federal Funds Rate,5.00%,5.50%,142.121,142.097,142.069,142.605,0.0
2024-09-18 20:00:00,USD,TIC Long-Term Purchases,135.4B,80.5B,142.658,142.805,142.774,142.851,0.0
2024-09-19 12:30:00,USD,Unemployment Claims,219K,231K,142.929,142.916,143.032,143.809,0.0
2024-09-19 14:00:00,USD,Existing Home Sales,3.86M,3.96M,142.94,142.924,142.863,143.97,0.0
2024-09-19 14:30:00,USD,Natural Gas Storage,58B,40B,142.585,142.629,142.562,143.917,0.0
2024-09-19 23:30:00,JPY,National Core CPI y/y,2.8%,2.7%,142.073,142.132,142.128,0.0,0.0
2024-09-20 02:52:00,JPY,BOJ Policy Rate,<0.25%,<0.25%,142.415,142.82,142.912,0.0,0.0
2024-09-23 13:45:00,USD,Flash Manufacturing PMI,47.0,47.9,143.287,143.275,143.383,143.572,144.509
2024-09-24 00:30:00,JPY,Flash Manufacturing PMI,49.6,49.8,143.875,143.883,143.806,143.34,144.838
2024-09-24 13:00:00,USD,S&P/CS Composite-20 HPI y/y,5.9%,6.5%,143.42,143.486,143.464,144.507,144.833
2024-09-24 13:59:00,USD,Richmond Manufacturing Index,-21,-19,143.523,143.475,143.443,144.551,144.716
2024-09-24 14:00:00,USD,CB Consumer Confidence,98.7,105.6,143.505,143.453,143.423,144.542,144.721
2024-09-24 23:50:00,JPY,SPPI y/y,2.7%,2.7%,143.351,143.377,143.317,144.96,145.193
2024-09-25 04:59:00,JPY,BOJ Core CPI y/y,1.8%,1.8%,143.981,143.937,143.988,144.825,143.14
2024-09-25 14:00:00,USD,New Home Sales,716K,751K,144.532,144.542,144.524,144.721,142.384
2024-09-25 14:30:00,USD,Crude Oil Inventories,-4.5M,-1.6M,144.611,144.59,144.64,144.733,142.123
2024-09-26 12:30:00,USD,Final GDP q/q,3.0%,3.0%,144.815,144.736,144.715,142.616,0.0
2024-09-26 14:00:00,USD,Pending Home Sales m/m,0.6%,-5.5%,144.697,144.721,144.727,142.384,0.0
2024-09-26 23:30:00,JPY,Tokyo Core CPI y/y,2.0%,2.4%,145.063,145.105,145.113,0.0,0.0
2024-09-27 14:00:00,USD,Revised UoM Consumer Sentiment,70.1,69.0,142.336,142.384,142.408,0.0,0.0
2024-09-29 23:50:00,JPY,Prelim Industrial Production m/m,-3.3%,3.1%,142.397,142.423,142.45,144.255,144.156
2024-09-30 05:00:00,JPY,Housing Starts y/y,-5.1%,-0.2%,142.556,142.511,142.494,143.788,144.307
2024-09-30 13:45:00,USD,Chicago PMI,46.6,46.1,143.02,143.068,143.009,143.724,146.159
2024-09-30 23:30:00,JPY,Unemployment Rate,2.5%,2.7%,144.149,144.188,144.196,143.974,146.916
2024-10-01 00:30:00,JPY,Final Manufacturing PMI,49.7,49.6,144.373,144.382,144.364,143.868,146.829
2024-10-01 13:45:00,USD,Final Manufacturing PMI,47.3,47.0,143.624,143.724,143.794,146.159,146.635
2024-10-01 23:50:00,JPY,Monetary Base y/y,-0.1%,0.6%,144.122,144.156,144.145,146.799,146.42
2024-10-02 05:00:00,JPY,Consumer Confidence,36.9,36.7,144.295,144.307,144.361,146.795,146.372
2024-10-02 12:15:00,USD,ADP Non-Farm Employment Change,143K,103K,146.025,146.089,146.016,146.817,148.848
2024-10-02 14:30:00,USD,Crude Oil Inventories,3.9M,-4.5M,146.292,146.266,146.257,146.743,148.808
2024-10-03 03:35:00,JPY,10-y Bond Auction,0.87|3.5,0.92|3.2,146.362,146.392,146.354,146.283,0.0
2024-10-03 11:30:00,USD,Challenger Job Cuts y/y,53.4%,1.0%,146.65,146.771,146.751,148.588,0.0
2024-10-03 12:30:00,USD,Unemployment Claims,225K,219K,146.828,146.877,146.877,148.929,0.0
2024-10-03 13:45:00,USD,Final Services PMI,55.2,55.4,146.634,146.635,146.648,148.803,0.0
2024-10-03 14:00:00,USD,ISM Services PMI,54.9,51.5,146.683,146.672,146.736,148.793,0.0
2024-10-03 14:30:00,USD,Natural Gas Storage,55B,47B,146.73,146.743,146.815,148.808,0.0
2024-10-04 12:30:00,USD,Average Hourly Earnings m/m,0.4%,0.5%,148.929,148.929,148.959,0.0,0.0
2024-10-07 05:00:00,JPY,Leading Indicators,106.7%,109.3%,148.341,148.312,148.368,147.84,148.722
2024-10-07 19:00:00,USD,Consumer Credit m/m,8.9B,26.6B,147.954,147.78,147.836,148.221,149.208
2024-10-07 23:50:00,JPY,Current Account,3.02T,2.80T,147.93,147.907,147.831,148.307,149.211
2024-10-08 03:35:00,JPY,30-y Bond Auction,2.15|3.3,2.04|3.4,147.676,147.804,147.568,148.468,149.141
2024-10-08 05:00:00,JPY,Economy Watchers Sentiment,47.8,49.0,147.81,147.84,147.813,148.722,149.096
2024-10-08 10:00:00,USD,NFIB Small Business Index,91.5,91.2,148.232,148.302,148.255,149.09,148.421
2024-10-08 12:30:00,USD,Trade Balance,-70.4B,-78.9B,148.102,148.164,148.133,149.272,148.446
2024-10-08 14:00:00,USD,RCM/TIPP Economic Optimism,46.9,46.1,148.272,148.266,148.257,149.182,148.836
2024-10-09 05:59:00,JPY,Prelim Machine Tool Orders y/y,-6.5%,-3.5%,148.621,148.617,148.663,148.881,148.94
2024-10-09 14:00:00,USD,Final Wholesale Inventories m/m,0.1%,0.2%,149.231,149.182,149.25,148.836,149.055
2024-10-09 14:30:00,USD,Crude Oil Inventories,5.8M,3.9M,149.217,149.237,149.26,148.746,149.07
2024-10-09 17:01:00,USD,10-y Bond Auction,4.07|2.5,3.65|2.6,149.321,0.0,149.218,148.514,0.0
2024-10-09 23:50:00,JPY,Bank Lending y/y,2.7%,3.0%,149.204,149.211,149.216,148.696,0.0
2024-10-10 12:30:00,USD,Core CPI m/m,0.3%,0.3%,148.479,148.446,148.524,149.043,0.0
2024-10-10 17:01:00,USD,30-y Bond Auction,4.39|2.5,4.02|2.4,148.572,148.514,148.52,0.0,0.0
2024-10-10 23:50:00,JPY,M2 Money Stock y/y,1.3%,1.3%,148.675,148.696,148.712,0.0,0.0
2024-10-11 14:00:00,USD,Prelim UoM Consumer Sentiment,68.9,70.1,149.074,149.055,149.045,0.0,0.0
2024-10-15 04:30:00,JPY,Revised Industrial Production m/m,-3.3%,-3.3%,149.09,149.131,149.166,149.374,149.767
2024-10-15 23:50:00,JPY,Core Machinery Orders m/m,-1.9%,-0.1%,149.171,149.184,149.162,149.534,149.908
2024-10-16 23:50:00,JPY,Trade Balance,-0.19T,-0.47T,149.528,149.534,149.553,149.908,0.0
2024-10-17 04:30:00,JPY,Tertiary Industry Activity m/m,-1.1%,2.2%,149.738,149.767,149.782,149.998,0.0
2024-10-17 13:15:00,USD,Capacity Utilization Rate,77.5%,77.8%,150.173,150.188,150.217,149.476,0.0
2024-10-17 14:00:00,USD,Business Inventories m/m,0.3%,0.3%,150.218,150.255,150.218,149.588,0.0
2024-10-17 14:30:00,USD,Natural Gas Storage,76B,82B,150.216,150.212,150.209,149.486,0.0
2024-10-17 15:00:00,USD,Crude Oil Inventories,-2.2M,5.8M,150.228,150.287,150.276,149.539,0.0
2024-10-17 20:00:00,USD,TIC Long-Term Purchases,111.4B,137.9B,150.074,150.105,150.032,0.0,0.0
2024-10-17 23:30:00,JPY,National Core CPI y/y,2.4%,2.8%,149.929,149.908,149.933,0.0,0.0
2024-10-18 12:30:00,USD,Building Permits,1.43M,1.47M,149.55,149.503,149.51,0.0,0.0
2024-10-18 20:00:00,USD,Federal Budget Balance,64.3B,-380.1B,0.0,0.0,0.0,0.0,149.599
2024-10-21 14:00:00,USD,CB Leading Index m/m,-0.5%,-0.3%,150.772,150.734,150.726,0.0,152.708
2024-10-22 05:00:00,JPY,BOJ Core CPI y/y,1.7%,1.8%,151.013,151.008,150.927,152.415,152.023
2024-10-22 13:59:00,USD,Richmond Manufacturing Index,-14,-21,0.0,0.0,0.0,152.771,151.623
2024-10-24 00:30:00,JPY,Flash Manufacturing PMI,49.0,49.7,152.248,152.243,152.18,151.698,0.0
2024-10-24 12:30:00,USD,Unemployment Claims,227K,242K,151.698,151.713,151.694,152.202,0.0
2024-10-24 13:45:00,USD,Flash Manufacturing PMI,47.8,47.3,151.596,151.623,151.602,152.111,0.0
2024-10-24 14:00:00,USD,New Home Sales,738K,709K,151.596,151.64,151.654,152.147,0.0
2024-10-24 14:30:00,USD,Natural Gas Storage,80B,76B,151.738,151.771,151.782,152.264,0.0
2024-10-24 23:30:00,JPY,Tokyo Core CPI y/y,1.8%,2.0%,151.879,151.88,151.882,0.0,0.0
2024-10-24 23:50:00,JPY,SPPI y/y,2.6%,2.8%,151.843,151.869,151.858,0.0,0.0
2024-10-25 14:00:00,USD,Revised UoM Consumer Sentiment,70.5,68.9,152.16,152.147,152.147,0.0,0.0
2024-10-28 23:30:00,JPY,Unemployment Rate,2.4%,2.5%,152.959,152.944,152.922,153.227,152.846
2024-10-29 12:30:00,USD,Goods Trade Balance,-108.2B,-94.2B,153.422,153.432,153.44,153.24,0.0
2024-10-29 13:00:00,USD,S&P/CS Composite-20 HPI y/y,5.2%,5.9%,153.451,153.425,153.458,153.229,0.0
2024-10-29 14:00:00,USD,CB Consumer Confidence,108.7,99.2,153.412,153.387,153.402,153.276,0.0
2024-10-30 05:00:00,JPY,Consumer Confidence,36.2,36.9,153.072,153.034,152.919,152.543,152.789
2024-10-30 12:15:00,USD,ADP Non-Farm Employment Change,233K,159K,153.227,153.206,153.21,0.0,152.921
2024-10-30 12:30:00,USD,Advance GDP q/q,2.8%,3.0%,153.207,153.24,153.217,0.0,152.925
2024-10-30 14:00:00,USD,Pending Home Sales m/m,7.4%,0.6%,153.222,153.276,153.328,0.0,152.979
2024-10-30 14:30:00,USD,Crude Oil Inventories,-0.5M,5.5M,153.381,153.366,153.293,0.0,152.96
2024-10-30 23:50:00,JPY,Prelim Industrial Production m/m,1.4%,-3.3%,152.888,152.882,152.886,152.485,0.0
2024-10-31 05:00:00,JPY,Housing Starts y/y,-0.6%,-5.1%,152.444,152.543,152.44,152.789,0.0
2024-10-31 11:30:00,USD,Challenger Job Cuts y/y,50.9%,53.4%,0.0,0.0,0.0,152.948,0.0
2024-10-31 13:45:00,USD,Chicago PMI,41.6,46.6,0.0,0.0,0.0,152.905,0.0
2024-10-31 14:30:00,USD,Natural Gas Storage,78B,80B,0.0,0.0,0.0,152.96,0.0
2024-11-01 12:30:00,USD,Average Hourly Earnings m/m,0.4%,0.3%,152.939,152.925,152.968,0.0,0.0
2024-11-01 13:45:00,USD,Final Manufacturing PMI,48.5,47.8,152.901,152.905,152.933,0.0,0.0
2024-11-01 14:00:00,USD,ISM Manufacturing PMI,46.5,47.2,152.94,152.979,153.005,0.0,0.0
2024-11-04 15:00:00,USD,Factory Orders m/m,-0.5%,-0.8%,152.133,152.16,152.138,151.471,154.432
2024-11-04 23:50:00,JPY,Monetary Base y/y,-0.3%,-0.1%,152.439,152.475,152.475,153.66,154.109
2024-11-05 14:45:00,USD,Final Services PMI,55.0,55.3,151.516,151.461,151.419,154.405,153.275
2024-11-05 15:00:00,USD,ISM Services PMI,56.0,54.9,151.367,151.471,151.449,154.432,153.107
2024-11-05 18:01:00,USD,10-y Bond Auction,4.35|2.6,4.07|2.5,151.563,151.652,151.688,154.463,152.962
2024-11-06 15:30:00,USD,Crude Oil Inventories,2.1M,-0.5M,154.479,154.486,154.497,152.881,152.636
2024-11-06 18:01:00,USD,30-y Bond Auction,4.61|2.6,4.39|2.5,154.532,154.463,154.387,152.962,0.0
2024-11-06 23:30:00,JPY,Average Cash Earnings y/y,2.8%,2.8%,153.967,154.088,154.09,152.694,0.0
2024-11-07 03:35:00,JPY,10-y Bond Auction,1.00|3.1,0.87|3.5,153.855,153.923,153.969,152.522,0.0
2024-11-07 13:30:00,USD,Unemployment Claims,221K,218K,152.921,152.943,152.911,152.688,0.0
2024-11-07 15:00:00,USD,Final Wholesale Inventories m/m,-0.2%,-0.1%,152.979,153.107,152.897,152.716,0.0
2024-11-07 15:30:00,USD,Natural Gas Storage,69B,78B,152.801,152.881,152.923,152.636,0.0
2024-11-07 19:00:00,USD,Federal Funds Rate,4.75%,5.00%,153.165,153.156,153.127,0.0,0.0
2024-11-07 20:00:00,USD,Consumer Credit m/m,6.0B,7.6B,153.09,153.093,153.054,0.0,0.0
2024-11-07 23:30:00,JPY,Household Spending y/y,-1.1%,-1.9%,152.708,152.694,152.683,0.0,0.0
2024-11-08 05:00:00,JPY,Leading Indicators,109.4%,106.9%,152.321,152.295,152.232,0.0,0.0
2024-11-08 15:00:00,USD,Prelim UoM Consumer Sentiment,73.0,70.5,152.696,152.716,152.719,0.0,0.0
2024-11-10 23:50:00,JPY,Bank Lending y/y,2.7%,2.7%,153.592,153.517,153.56,153.589,154.878
2024-11-11 05:00:00,JPY,Economy Watchers Sentiment,47.5,47.8,153.618,153.623,153.592,154.092,154.931
2024-11-11 23:50:00,JPY,M2 Money Stock y/y,1.2%,1.2%,153.557,153.589,153.531,154.878,156.082
2024-11-12 05:59:00,JPY,Prelim Machine Tool Orders y/y,9.3%,-6.4%,154.026,154.049,153.986,154.991,156.055
2024-11-12 10:55:00,USD,NFIB Small Business Index,93.7,91.5,154.495,154.493,154.529,154.957,155.965
2024-11-12 14:45:00,USD,Cleveland Fed Inflation Expectations,3.8%,3.4%,154.736,154.697,154.689,155.449,155.993
2024-11-12 15:06:00,USD,RCM/TIPP Economic Optimism,53.2,46.9,154.746,154.747,154.759,155.54,156.285
2024-11-12 23:50:00,JPY,PPI y/y,3.4%,3.1%,154.859,154.878,154.871,156.082,156.338
2024-11-13 03:35:00,JPY,30-y Bond Auction,2.27|3.4,2.15|3.3,155.167,155.074,155.063,155.884,155.573
2024-11-13 13:30:00,USD,Core CPI m/m,0.3%,0.3%,155.482,155.483,155.479,155.922,154.036
2024-11-13 19:00:00,USD,Federal Budget Balance,-257.5B,64.3B,155.424,155.509,155.53,156.536,0.0
2024-11-14 13:30:00,USD,Core PPI m/m,0.3%,0.2%,155.896,155.922,155.928,154.036,0.0
2024-11-14 15:30:00,USD,Natural Gas Storage,42B,69B,156.156,156.188,156.297,154.329,0.0
2024-11-14 16:00:00,USD,Crude Oil Inventories,2.1M,2.1M,156.341,156.3,156.295,154.33,0.0
2024-11-14 23:50:00,JPY,Prelim GDP Price Index y/y,2.5%,3.2%,156.342,156.338,156.325,0.0,0.0
2024-11-15 04:30:00,JPY,Revised Industrial Production m/m,1.6%,1.4%,155.718,155.63,155.554,0.0,0.0
2024-11-15 14:15:00,USD,Capacity Utilization Rate,77.1%,77.4%,154.102,154.155,154.113,0.0,0.0
2024-11-15 15:00:00,USD,Business Inventories m/m,0.1%,0.3%,154.185,154.211,154.276,0.0,0.0
2024-11-17 23:50:00,JPY,Core Machinery Orders m/m,-0.7%,-1.9%,154.561,154.542,154.564,154.399,155.045
2024-11-18 21:00:00,USD,TIC Long-Term Purchases,216.1B,108.8B,154.088,154.087,154.04,154.791,155.032
2024-11-19 23:50:00,JPY,Trade Balance,-0.36T,-0.27T,154.99,155.045,155.034,155.052,154.418
2024-11-20 15:30:00,USD,Crude Oil Inventories,0.5M,2.1M,155.42,155.416,155.465,154.522,154.837
2024-11-21 15:30:00,USD,Natural Gas Storage,-3B,42B,154.556,154.522,154.488,154.837,0.0
2024-11-21 23:30:00,JPY,National Core CPI y/y,2.3%,2.4%,154.3,154.311,154.393,0.0,0.0
2024-11-22 00:30:00,JPY,Flash Manufacturing PMI,49.0,49.2,154.561,154.572,154.538,0.0,0.0
2024-11-22 14:45:00,USD,Flash Manufacturing PMI,48.8,48.5,154.776,154.788,154.802,0.0,0.0
2024-11-22 15:00:00,USD,Revised UoM Consumer Sentiment,71.8,73.0,154.777,154.796,154.803,0.0,0.0
2024-11-25 23:50:00,JPY,SPPI y/y,2.9%,2.8%,153.823,153.823,153.83,152.316,151.628
2024-11-26 05:00:00,JPY,BOJ Core CPI y/y,1.5%,1.7%,153.989,153.929,153.95,151.487,151.887
2024-11-26 14:00:00,USD,S&P/CS Composite-20 HPI y/y,4.6%,5.2%,153.378,153.333,153.217,150.882,151.535
2024-11-26 14:59:00,USD,Richmond Manufacturing Index,-14,-14,153.106,153.109,153.121,151.022,151.495
2024-11-27 13:30:00,USD,Prelim GDP q/q,2.8%,2.8%,150.77,150.77,150.769,151.495,149.645
2024-11-27 14:45:00,USD,Chicago PMI,40.2,41.6,150.975,150.965,150.989,151.541,149.604
2024-11-27 15:00:00,USD,Core PCE Price Index m/m,0.3%,0.3%,151.021,151.075,151.099,151.496,149.604
2024-11-27 15:30:00,USD,Crude Oil Inventories,-1.8M,0.5M,151.171,151.161,151.112,151.503,149.565
2024-11-27 17:00:00,USD,Natural Gas Storage,-2B,-3B,151.119,151.046,151.077,0.0,0.0
2024-11-28 23:30:00,JPY,Tokyo Core CPI y/y,2.2%,1.8%,149.916,149.917,150.0,0.0,0.0
2024-11-28 23:50:00,JPY,Prelim Industrial Production m/m,3.0%,1.6%,149.976,149.976,149.96,0.0,0.0
2024-11-29 05:00:00,JPY,Consumer Confidence,36.4,36.2,150.206,150.142,150.224,0.0,0.0
2024-12-01 23:50:00,JPY,Capital Spending q/y,8.1%,7.4%,150.579,150.624,150.618,150.146,149.939
2024-12-02 14:45:00,USD,Final Manufacturing PMI,49.7,48.8,149.564,149.532,149.519,149.397,150.355
2024-12-02 15:00:00,USD,ISM Manufacturing PMI,48.4,46.5,149.495,149.533,149.563,149.494,150.469
2024-12-02 23:50:00,JPY,Monetary Base y/y,-0.3%,-0.3%,150.146,150.146,150.19,149.939,150.396
2024-12-03 03:35:00,JPY,10-y Bond Auction,1.08|3.1,1.00|3.1,149.9,149.863,149.947,150.353,149.939
2024-12-03 15:00:00,USD,JOLTS Job Openings,7.74M,7.37M,149.495,149.494,149.439,150.469,150.042
2024-12-03 15:06:00,USD,RCM/TIPP Economic Optimism,54.0,53.2,149.51,149.451,149.43,150.55,150.075
2024-12-04 13:15:00,USD,ADP Non-Farm Employment Change,146K,184K,150.157,150.153,150.144,150.242,150.019
2024-12-04 14:45:00,USD,Final Services PMI,56.1,57.0,150.352,150.355,150.373,149.973,150.016
2024-12-04 15:00:00,USD,ISM Services PMI,52.1,56.0,150.406,150.469,150.513,150.042,149.977
2024-12-04 15:30:00,USD,Crude Oil Inventories,-5.1M,-1.8M,150.651,150.587,150.635,149.983,149.991
2024-12-05 03:35:00,JPY,30-y Bond Auction,2.29|3.5,2.27|3.4,149.906,149.939,149.934,150.315,0.0
2024-12-05 12:30:00,USD,Challenger Job Cuts y/y,26.8%,50.9%,150.15,150.108,150.12,149.947,0.0
2024-12-05 15:30:00,USD,Natural Gas Storage,-30B,-2B,150.003,149.983,150.02,149.991,0.0
2024-12-05 23:30:00,JPY,Average Cash Earnings y/y,2.6%,2.5%,149.932,149.922,149.905,0.0,0.0
2024-12-06 05:00:00,JPY,Leading Indicators,108.6%,109.1%,150.582,150.593,150.537,0.0,0.0
2024-12-06 20:00:00,USD,Consumer Credit m/m,19.2B,3.2B,0.0,0.0,0.0,0.0,149.872
2024-12-08 23:50:00,JPY,Bank Lending y/y,3.0%,2.6%,149.9,149.86,149.879,151.093,151.522
2024-12-09 05:00:00,JPY,Economy Watchers Sentiment,49.4,47.5,150.389,150.392,150.439,151.594,152.641
2024-12-09 15:00:00,USD,Final Wholesale Inventories m/m,0.2%,0.2%,151.234,151.221,151.26,151.912,152.633
2024-12-09 23:50:00,JPY,M2 Money Stock y/y,1.2%,1.2%,151.095,151.093,151.117,151.522,152.237
2024-12-10 05:58:00,JPY,Prelim Machine Tool Orders y/y,3.0%,9.3%,151.548,151.564,151.6,152.574,152.296
2024-12-10 11:00:00,USD,NFIB Small Business Index,101.7,93.7,152.156,152.114,152.128,152.486,152.279
2024-12-10 13:30:00,USD,Revised Nonfarm Productivity q/q,2.2%,2.2%,152.021,151.983,151.957,152.445,152.413
2024-12-10 23:50:00,JPY,BSI Manufacturing Index,6.3,4.5,151.554,151.522,151.505,152.237,152.986
2024-12-11 13:30:00,USD,Core CPI m/m,0.3%,0.3%,152.466,152.445,152.452,152.413,153.719
2024-12-11 18:01:00,USD,10-y Bond Auction,4.24|2.7,4.35|2.6,152.404,152.433,152.412,152.597,0.0
2024-12-11 19:00:00,USD,Federal Budget Balance,-366.8B,-257.5B,152.269,0.0,152.197,152.673,0.0
2024-12-12 15:30:00,USD,Natural Gas Storage,-190B,-30B,152.586,152.596,152.619,153.69,0.0
2024-12-12 18:01:00,USD,30-y Bond Auction,4.54|2.4,4.61|2.6,152.556,152.597,152.581,0.0,0.0
2024-12-12 23:50:00,JPY,Tankan Manufacturing Index,14,13,153.016,152.986,152.971,0.0,0.0
